"","studyid","region","RR","RR.CI1","RR.CI2","est","se","N","sparseN","W","pooled","Nstudies","method","X","Y","adj","agecat","sex","analysis","df","logHR.psi","logSE","HR.CI1","HR.CI2","severe"
"8653","JiVitA-3","South Asia",1,1,1,0,0,822,0,NA,0,NA,NA,"sunderwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8654","JiVitA-4","South Asia",1.59657198680933,0.461683502320299,5.52118950807961,0.467858822547218,0.618878446476895,18040,3,NA,0,NA,NA,"sunderwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8655","JiVitA-4","South Asia",7.42918953304125,3.31822124136299,16.6332661697925,2.00541677243559,0.405049257425808,17916,11,NA,0,NA,NA,"sunderwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8656","Keneba","Africa",8.23609390216294,3.48487850457056,19.4650237235759,2.10852619052878,0.400480343716199,19383,10,NA,0,NA,NA,"sunderwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8657","Keneba","Africa",6.78042134248525,3.36318710908569,13.6698054822552,1.91403924493072,0.35902273835317,21563,12,NA,0,NA,NA,"sunderwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8658","VITAMIN-A","South Asia",12.5225425499499,7.31122313384791,21.4484046026885,2.52753042412367,0.270350069049521,15154,21,NA,0,NA,NA,"sunderwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8659","VITAMIN-A","South Asia",13.151912245345,6.89740962249289,25.0779358014611,2.57656716594858,0.32748620758945,17620,13,NA,0,NA,NA,"sunderwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8660","ZVITAMBO","Africa",13.2716527877244,10.3786699363098,16.9710347085707,2.58563039128345,0.121043492007427,25783,114,NA,0,NA,NA,"sunderwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8661","ZVITAMBO","Africa",7.13457085063512,5.48519134910289,9.27991349491524,1.96495210204703,0.124398374881722,25778,109,NA,0,NA,NA,"sunderwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8662","pooled",NA,12.867234751655,10.5083407751775,15.7556491263866,2.55468413851105,0.103323896501742,NA,NA,NA,1,4,"RE","sunderwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8663","pooled",NA,9.62531936479801,6.1182967526238,15.1425758867653,2.26439706038161,0.23118026070773,NA,NA,NA,1,4,"RE","sunderwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8664","pooled",NA,12.867234751655,10.5083407751775,15.7556491263866,2.55468413851105,0.103323896501742,NA,NA,NA,1,4,"FE","sunderwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8665","pooled",NA,8.03620689394217,6.50985724170995,9.92043586278095,2.08395719250755,0.107469217145067,NA,NA,NA,1,4,"FE","sunderwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8666","pooled","Africa",12.9271376196181,10.3830762040363,16.0945449838443,2.55932879315047,0.111812041095895,NA,NA,NA,1,3,"RE","sunderwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8667","pooled","South Asia",12.5225425499499,7.3716701028551,21.2725297968191,2.52753042412367,0.270350069049521,NA,NA,NA,1,1,"RE","sunderwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8668","pooled","Africa",8.85907370089127,5.09259713105364,15.4112302265672,2.18144221071929,0.282476667565648,NA,NA,NA,1,3,"RE","sunderwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8669","pooled","South Asia",13.151912245345,6.92192700000457,24.9891100713924,2.57656716594858,0.32748620758945,NA,NA,NA,1,1,"RE","sunderwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8670","Burkina Faso Zn","Africa",1.9876350843478,0.816828497784667,4.83662511683298,0.686945532204145,0.464891622643263,7545,7,NA,0,NA,NA,"stunt_uwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8671","Burkina Faso Zn","Africa",2.06191724220288,0.817438415676647,5.20100674516782,0.723636250067177,0.455632445891572,7610,11,NA,0,NA,NA,"stunt_uwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8672","iLiNS-DOSE","Africa",3.86550355441328e-08,1.93076020796091e-08,7.73898160298331e-08,-17.0685887846521,7861.71271486275,6241,0,NA,0,NA,NA,"stunt_uwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8673","iLiNS-DOSE","Africa",2.30436571550023,0.623724312540747,8.51353914543134,0.834805460923128,0.638679002891874,6230,3,NA,0,NA,NA,"stunt_uwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8674","iLiNS-DYAD-M","Africa",1.4562425342258,0.199437212891269,10.6331325420424,0.375859511606836,1.0346655302198,4556,2,NA,0,NA,NA,"stunt_uwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8675","iLiNS-DYAD-M","Africa",2.04749780156524,0.37784181404629,11.0952443365649,0.716618463027903,0.776210197356941,4152,2,NA,0,NA,NA,"stunt_uwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8676","JiVitA-3","South Asia",0.00999507573975397,0.00209497448940329,0.0476862794982642,-4.60566273329421,24717822.5619361,753,0,NA,0,NA,NA,"stunt_uwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8677","JiVitA-3","South Asia",1,1,1,0,0,821,0,NA,0,NA,NA,"stunt_uwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8678","JiVitA-4","South Asia",1.38696542970413,0.580773586105881,3.31225997396455,0.327118216511714,0.434819080997435,18083,8,NA,0,NA,NA,"stunt_uwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8679","JiVitA-4","South Asia",5.25261911088027,2.25038985190251,12.2601012889654,1.65872683046805,0.429842210776943,17946,8,NA,0,NA,NA,"stunt_uwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8680","Keneba","Africa",2.87607366881487,1.29759548195419,6.37471374052014,1.05642605455677,0.390617900394517,19368,10,NA,0,NA,NA,"stunt_uwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8681","Keneba","Africa",3.50280095812974,1.87240808543988,6.55285279298084,1.25356292219842,0.334939932055482,21547,16,NA,0,NA,NA,"stunt_uwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8682","VITAMIN-A","South Asia",3.48292757257174,1.80231286651721,6.73067628886321,1.24787319661461,0.34833811506607,11734,16,NA,0,NA,NA,"stunt_uwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8683","VITAMIN-A","South Asia",3.06955742342503,1.03812993554712,9.07611123913694,1.121533389456,0.505681240105268,13229,8,NA,0,NA,NA,"stunt_uwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8684","ZVITAMBO","Africa",6.0581923716152,4.52335986167268,8.11381272634913,1.80141146707201,0.142476538328681,27373,77,NA,0,NA,NA,"stunt_uwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8685","ZVITAMBO","Africa",3.76285081124912,2.72963920326047,5.18714935322059,1.32517686459872,0.151892787005339,28397,69,NA,0,NA,NA,"stunt_uwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8686","pooled",NA,3.0557068084,1.78096603239714,5.24285355759102,1.11701092704208,0.275436222002382,NA,NA,NA,1,5,"RE","stunt_uwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8687","pooled",NA,3.62233029727492,2.84789833729422,4.60735434644142,1.28711754726233,0.122722576798217,NA,NA,NA,1,5,"RE","stunt_uwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8688","pooled",NA,4.47549656238408,3.5634564359818,5.62096656427709,1.49861730923205,0.116268533883536,NA,NA,NA,1,5,"FE","stunt_uwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8689","pooled",NA,3.62233029727492,2.84789833729422,4.60735434644142,1.28711754726233,0.122722576798217,NA,NA,NA,1,5,"FE","stunt_uwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8690","pooled","Africa",3.62834904502147,1.82045394605516,7.23166703614557,1.28877773628596,0.35188359458574,NA,NA,NA,1,3,"RE","stunt_uwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8691","pooled","South Asia",2.28022546047191,0.927575077133127,5.60539872055888,0.824274324249324,0.458906054249849,NA,NA,NA,1,2,"RE","stunt_uwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8692","pooled","Africa",3.53680506747297,2.72858970109753,4.58441592749213,1.26322379631358,0.132366792653786,NA,NA,NA,1,3,"RE","stunt_uwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8693","pooled","South Asia",4.19290517243212,2.20664945072765,7.96703517145001,1.43339385224773,0.327509475909391,NA,NA,NA,1,2,"RE","stunt_uwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8694","Burkina Faso Zn","Africa",2.47291524531489,0.856947979837285,7.13615056502258,0.905397715940209,0.559671270295522,7545,4,NA,0,NA,NA,"wast_uwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8695","Burkina Faso Zn","Africa",3.30165807131307,1.1675131852162,9.33689328557609,1.19442478814123,0.485742928319823,7610,9,NA,0,NA,NA,"wast_uwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8696","iLiNS-DOSE","Africa",3.01341971785975e-07,1.44113266526932e-07,6.30108428934188e-07,-15.0150200982019,5117.36511382718,6239,0,NA,0,NA,NA,"wast_uwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8697","iLiNS-DOSE","Africa",1.06518692009712e-07,6.12581710475254e-08,1.85219890725391e-07,-16.054945355369,4545.75585205104,6229,0,NA,0,NA,NA,"wast_uwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8698","iLiNS-DYAD-M","Africa",12.251348779665,2.94665098718791,50.9376738451947,2.50563603539213,0.75781719317534,4540,2,NA,0,NA,NA,"wast_uwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8699","iLiNS-DYAD-M","Africa",4.80517391047051,0.510037089075613,45.2706220869429,1.56969323541359,1.05488147785602,4138,1,NA,0,NA,NA,"wast_uwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8700","JiVitA-3","South Asia",3222586636768.49,656094196996.308,15828618328013.2,28.8012054563537,1023703.86051616,767,1,NA,0,NA,NA,"wast_uwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8701","JiVitA-3","South Asia",1,1,1,0,0,852,0,NA,0,NA,NA,"wast_uwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8702","JiVitA-4","South Asia",1.72822474633272,0.639994130302912,4.66685651073572,0.547094723459734,0.503716314063255,17782,5,NA,0,NA,NA,"wast_uwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8703","JiVitA-4","South Asia",2.39253540246942,1.01092547025913,5.66236168785247,0.872353641505889,0.429923615404838,17695,8,NA,0,NA,NA,"wast_uwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8704","Keneba","Africa",2.46581217529703,0.895312260353126,6.79118331457331,0.902521236106209,0.496003533709164,19340,5,NA,0,NA,NA,"wast_uwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8705","Keneba","Africa",2.87092389896306,1.39834083362225,5.89427401064069,1.05463389398269,0.376013586600453,21527,10,NA,0,NA,NA,"wast_uwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8706","VITAMIN-A","South Asia",10.8412918610368,5.41570411460215,21.7023690233153,2.38336216428308,0.355540852983736,11731,14,NA,0,NA,NA,"wast_uwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8707","VITAMIN-A","South Asia",2.61354874539389,0.790274929496822,8.64336800978756,0.960708970381594,0.587368645231357,13227,4,NA,0,NA,NA,"wast_uwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8708","ZVITAMBO","Africa",5.14979757353268,3.69363818861613,7.18002513892657,1.63895740779298,0.16722307917247,26310,45,NA,0,NA,NA,"wast_uwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8709","ZVITAMBO","Africa",3.33464766806816,2.35923485178732,4.71333960742745,1.2043670270304,0.171065712606557,26186,45,NA,0,NA,NA,"wast_uwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8710","pooled",NA,3.19364821715561,1.5803686740331,6.45380353491336,1.16116390507827,0.358931503705531,NA,NA,NA,1,3,"RE","wast_uwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8711","pooled",NA,3.13668637506375,2.35423909907468,4.17918529149297,1.14316694813911,0.14640274135686,NA,NA,NA,1,3,"RE","wast_uwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8712","pooled",NA,4.3589911312461,3.24129575130149,5.86210119044296,1.47224063866967,0.151156870189907,NA,NA,NA,1,3,"FE","wast_uwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8713","pooled",NA,3.13668637506375,2.35423909907468,4.17918529149297,1.14316694813911,0.14640274135686,NA,NA,NA,1,3,"FE","wast_uwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8714","pooled","Africa",4.13210688579918,2.13397080575962,8.00119067682892,1.41878741873483,0.337144360445845,NA,NA,NA,1,2,"RE","wast_uwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8715","pooled","South Asia",1.72822474633272,0.643914547368032,4.63844276549586,0.547094723459734,0.503716314063255,NA,NA,NA,1,1,"RE","wast_uwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8716","pooled","Africa",3.2501149940445,2.39528138950433,4.41002360758074,1.17869037849861,0.155709012315675,NA,NA,NA,1,2,"RE","wast_uwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8717","pooled","South Asia",2.39253540246942,1.03014890042474,5.5566973373552,0.872353641505889,0.429923615404838,NA,NA,NA,1,1,"RE","wast_uwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8718","Burkina Faso Zn","Africa",0.842615362767938,0.112939243058346,6.28657170303284,-0.171244697028144,1.02610293402021,7545,1,NA,0,NA,NA,"co","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8719","Burkina Faso Zn","Africa",3.47106512427426,1.13935098971048,10.5746984079197,1.24446149909899,0.510609942561462,7610,8,NA,0,NA,NA,"co","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8720","iLiNS-DOSE","Africa",3.87503004673223e-08,1.76279494589844e-08,8.51821018548729e-08,-17.0661273271817,8687.66294983978,2570,0,NA,0,NA,NA,"co","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8721","iLiNS-DYAD-M","Africa",13.830909276606,1.64663834418277,116.172474723127,2.62690589019701,1.12135234572211,2140,1,NA,0,NA,NA,"co","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8722","iLiNS-DYAD-M","Africa",5.78239026184374,0.509571693044985,65.6159625752869,1.75481713731151,1.09208961481334,1975,1,NA,0,NA,NA,"co","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8723","JiVitA-3","South Asia",8.20065925060601e-10,5.67357250304323e-11,1.185334497946e-08,-20.9216363824865,92389.9296422271,764,0,NA,0,NA,NA,"co","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8724","JiVitA-3","South Asia",2.26381916502489,1.59114850574836,3.2208666842971,0.817053283045217,0.178282997515064,52718,38,NA,0,NA,NA,"co","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8725","JiVitA-4","South Asia",1.59204907696953,0.460081826285384,5.50906408093447,0.465021914189211,0.618402784108232,17733,3,NA,0,NA,NA,"co","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8726","JiVitA-4","South Asia",3.20676420382128,1.28383923826493,8.00983203536227,1.165262392539,0.452080743504836,17647,7,NA,0,NA,NA,"co","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8727","Keneba","Africa",3.20787308811419,0.943535609290379,10.9062653789893,1.16560812816005,0.613144255847662,19069,3,NA,0,NA,NA,"co","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8728","Keneba","Africa",4.07757821983336,1.91002954167567,8.70491464978751,1.40550323861128,0.408070436407629,21235,8,NA,0,NA,NA,"co","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8729","VITAMIN-A","South Asia",9.14528204911763,4.46240952685737,18.7423819473632,2.2132381232609,0.372691165598275,6642,14,NA,0,NA,NA,"co","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8730","VITAMIN-A","South Asia",5.23981038126039,1.46899224810131,18.690100555024,1.65628531089582,0.646502841796571,7241,4,NA,0,NA,NA,"co","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8731","ZVITAMBO","Africa",8.30650851367516,5.97427069457666,11.54920612325,2.1170393657852,0.167247052911997,34022,42,NA,0,NA,NA,"co","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8732","ZVITAMBO","Africa",5.22329414217896,3.73223571742007,7.3100424950063,1.65312826457894,0.170038171914849,35709,41,NA,0,NA,NA,"co","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8733","pooled",NA,8.30650851367516,5.98487313770503,11.5287462407626,2.1170393657852,0.167247052911997,NA,NA,NA,1,1,"RE","co","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8734","pooled",NA,5.22329414217896,3.74287281016842,7.28926765066682,1.65312826457894,0.170038171914849,NA,NA,NA,1,1,"RE","co","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8735","pooled",NA,8.30650851367516,5.98487313770503,11.5287462407626,2.1170393657852,0.167247052911997,NA,NA,NA,1,1,"FE","co","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8736","pooled",NA,5.22329414217896,3.74287281016842,7.28926765066682,1.65312826457894,0.170038171914849,NA,NA,NA,1,1,"FE","co","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8737","pooled","Africa",8.30650851367516,5.98487313770503,11.5287462407626,2.1170393657852,0.167247052911997,NA,NA,NA,1,1,"RE","co","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8738","pooled","Africa",5.22329414217896,3.74287281016842,7.28926765066682,1.65312826457894,0.170038171914849,NA,NA,NA,1,1,"RE","co","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8739","Burkina Faso Zn","Africa",0.827411867700384,0.334474006184069,2.04682691675203,-0.18945268169247,0.463834714323234,3595,7,NA,0,NA,NA,"ever_stunt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8740","Burkina Faso Zn","Africa",1.31321536089519,0.546750209994839,3.15415440646536,0.272478603877519,0.451199948354893,3572,9,NA,0,NA,NA,"ever_stunt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8741","iLiNS-DOSE","Africa",0.589920682020923,0.196641085482272,1.7697543228188,-0.527767188372542,0.556416692979353,956,6,NA,0,NA,NA,"ever_stunt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8742","iLiNS-DOSE","Africa",0.758707421530088,0.367228957684422,1.56751514127463,-0.276139054782579,0.372909273561935,966,12,NA,0,NA,NA,"ever_stunt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8743","iLiNS-DYAD-M","Africa",0.364511040913441,0.155400883202245,0.855003499400195,-1.00919843742032,0.442378920504274,640,8,NA,0,NA,NA,"ever_stunt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8744","iLiNS-DYAD-M","Africa",0.513354189310026,0.218688095050505,1.20506113339773,-0.666789244541864,0.441841376023526,590,9,NA,0,NA,NA,"ever_stunt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8745","JiVitA-3","South Asia",141.228971698027,19.917882510444,1001.39271513543,4.95038248600955,167614.348706689,154,0,NA,0,NA,NA,"ever_stunt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8746","JiVitA-3","South Asia",1,1,1,0,0,169,0,NA,0,NA,NA,"ever_stunt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8747","JiVitA-4","South Asia",1.41853129572407,0.60970273312075,3.30034773937957,0.349622037571206,0.433117225830164,2725,8,NA,0,NA,NA,"ever_stunt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8748","JiVitA-4","South Asia",1.53144964130529,0.641526467630116,3.65587099238177,0.426214764807716,0.445584093221701,2719,7,NA,0,NA,NA,"ever_stunt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8749","Keneba","Africa",0.883032547544658,0.449592408968513,1.73434084844128,-0.124393218871022,0.352867049774688,1415,16,NA,0,NA,NA,"ever_stunt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
