"","studyid","region","RR","RR.CI1","RR.CI2","est","se","N","sparseN","W","pooled","Nstudies","method","X","Y","adj","agecat","sex","analysis","df","logHR.psi","logSE","HR.CI1","HR.CI2","severe"
"8539","pooled","South Asia",2.39426465442212,1.02260583459076,5.60577990219387,0.873076150074191,0.434041857542592,NA,NA,NA,1,1,"RE","wast","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8540","Burkina Faso Zn","Africa",4.52770219018764,1.83223900760381,11.1885442008135,1.51021456801962,0.469506513575891,7545,7,NA,0,NA,NA,"wast_muac","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8541","Burkina Faso Zn","Africa",3.09349369442889,1.11134058249191,8.61095454285808,1.12930109765772,0.484046110902702,7610,9,NA,0,NA,NA,"wast_muac","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8542","iLiNS-DOSE","Africa",1.07543031656692e-07,4.77562241717376e-08,2.42177933002432e-07,-16.0453747749943,6187.03749245739,2565,0,NA,0,NA,NA,"wast_muac","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8543","iLiNS-DYAD-M","Africa",53.2287292955506,8.10933000755523,349.387387093546,3.97459827493938,1.02287746783366,1567,2,NA,0,NA,NA,"wast_muac","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8544","JiVitA-3","South Asia",0.282707411974981,0.092852102624744,0.860761130080138,-1.2633427961085,1620859.62760349,429,0,NA,0,NA,NA,"wast_muac","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8545","JiVitA-3","South Asia",128123604.654808,8138260.13792213,2017096749.37138,18.6685060172986,1.41500164394286,500,1,NA,0,NA,NA,"wast_muac","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8546","JiVitA-4","South Asia",1.99007537596781,0.727510196846003,5.44377249858913,0.688172515389832,0.503749431332876,15824,5,NA,0,NA,NA,"wast_muac","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8547","JiVitA-4","South Asia",3.40393768182422,1.46256202628617,7.92225665202367,1.22493290320636,0.429244159556107,15736,8,NA,0,NA,NA,"wast_muac","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8548","Keneba","Africa",3.37971671091315,1.18295254762291,9.65591144714855,1.21779189264309,0.495242871428122,10774,8,NA,0,NA,NA,"wast_muac","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8549","Keneba","Africa",3.40231415479249,1.58611523853561,7.29817186460467,1.2244558338585,0.40936288888961,11293,10,NA,0,NA,NA,"wast_muac","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8550","pooled",NA,3.18106348229504,1.82950437614573,5.53109629598667,1.15721556927804,0.282229832558044,NA,NA,NA,1,3,"RE","wast_muac","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8551","pooled",NA,3.31577709564079,2.02070269267305,5.44086855916065,1.19869201415741,0.252676885498111,NA,NA,NA,1,3,"RE","wast_muac","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8552","pooled",NA,3.18106348229504,1.82950437614573,5.53109629598667,1.15721556927804,0.282229832558044,NA,NA,NA,1,3,"FE","wast_muac","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8553","pooled",NA,3.31577709564079,2.02070269267305,5.44086855916065,1.19869201415741,0.252676885498111,NA,NA,NA,1,3,"FE","wast_muac","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8554","pooled","Africa",3.94243504152092,2.02177269054694,7.68770600635989,1.37179856325031,0.340726462805383,NA,NA,NA,1,2,"RE","wast_muac","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8555","pooled","South Asia",1.99007537596781,0.741428632118143,5.34157952697241,0.688172515389832,0.503749431332876,NA,NA,NA,1,1,"RE","wast_muac","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8556","pooled","Africa",3.26995946559804,1.77205472372436,6.03403199884328,1.18477758899075,0.312570334092735,NA,NA,NA,1,2,"RE","wast_muac","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8557","pooled","South Asia",3.40393768182422,1.46757936125316,7.89517217784322,1.22493290320636,0.429244159556107,NA,NA,NA,1,1,"RE","wast_muac","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8558","Burkina Faso Zn","Africa",3.94616424112614,1.69163450296563,9.20542362469124,1.37274402891522,0.441631033616737,7545,11,NA,0,NA,NA,"underwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8559","Burkina Faso Zn","Africa",1.9701452261607,0.790025364574808,4.91309821964108,0.678107258896093,0.45153742613956,7610,10,NA,0,NA,NA,"underwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8560","iLiNS-DOSE","Africa",4.45602185718342,1.43281988460833,13.8580787473676,1.49425640772593,0.570377362303107,6723,5,NA,0,NA,NA,"underwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8561","iLiNS-DOSE","Africa",4.13058061218298,1.97500796477922,8.63879867727483,1.4184179811556,0.366328865927344,7098,14,NA,0,NA,NA,"underwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8562","iLiNS-DYAD-M","Africa",7.76379723253333,3.57772001745794,16.847754204847,2.04947154859959,0.394043633268891,4807,13,NA,0,NA,NA,"underwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8563","iLiNS-DYAD-M","Africa",6.90015677601046,2.73441297072922,17.412206584445,1.93154413250603,0.439829150743079,4412,10,NA,0,NA,NA,"underwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8564","JiVitA-3","South Asia",557.220498595492,78.7237221665864,3944.10573471074,6.32296102980666,330838.318237671,754,0,NA,0,NA,NA,"underwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8565","JiVitA-3","South Asia",1,1,1,0,0,822,0,NA,0,NA,NA,"underwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8566","JiVitA-4","South Asia",1.53207177317186,0.684106454473214,3.43110915384862,0.426620919549895,0.411710962076349,18040,11,NA,0,NA,NA,"underwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8567","JiVitA-4","South Asia",4.22201781393066,1.74587635202007,10.2100211166288,1.44031316872814,0.446429575482725,17916,7,NA,0,NA,NA,"underwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8568","Keneba","Africa",3.79553706889607,1.80828420582284,7.96672425439278,1.33382592096528,0.364153129377253,19383,16,NA,0,NA,NA,"underwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8569","Keneba","Africa",3.12633364968795,1.64549725984117,5.93982276829474,1.13986096004899,0.329413503203224,21563,19,NA,0,NA,NA,"underwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8570","VITAMIN-A","South Asia",7.38509450196465,3.7372038804004,14.5936969318102,1.99946371237603,0.345384958089343,15154,10,NA,0,NA,NA,"underwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8571","VITAMIN-A","South Asia",7.50439623470938,3.34055093409275,16.858285941033,2.0154890134428,0.410616987092713,17620,7,NA,0,NA,NA,"underwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8572","ZVITAMBO","Africa",8.1268155285036,6.42213787989323,10.2839789287466,2.09516915291662,0.115363459741453,25783,152,NA,0,NA,NA,"underwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8573","ZVITAMBO","Africa",5.62714300171628,4.39842895568915,7.19910192497431,1.72760185361966,0.118234287340187,25778,138,NA,0,NA,NA,"underwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8574","pooled",NA,4.93563982499719,3.13900169586702,7.76060124917191,1.59648231493691,0.230906886132727,NA,NA,NA,1,7,"RE","underwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8575","pooled",NA,4.64410147550521,3.46612791268786,6.22241274935081,1.5355979144809,0.1492652137146,NA,NA,NA,1,7,"RE","underwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8576","pooled",NA,6.65892607366421,5.53132235162431,8.01640071501237,1.89595822134952,0.0946588322149565,NA,NA,NA,1,7,"FE","underwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8577","pooled",NA,5.06259107120383,4.19686138120178,6.10690371357787,1.62187842164445,0.0956844213804458,NA,NA,NA,1,7,"FE","underwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8578","pooled","Africa",5.97256103651111,4.04686661843007,8.81459378285341,1.78717581975726,0.198588220684215,NA,NA,NA,1,5,"RE","underwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8579","pooled","South Asia",3.41782880295432,0.731935517640922,15.9598126402645,1.22900549653272,0.786259365351141,NA,NA,NA,1,2,"RE","underwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8580","pooled","Africa",4.28034369306341,2.93142869015391,6.24997025930921,1.45403330848728,0.193134386091419,NA,NA,NA,1,5,"RE","underwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8581","pooled","South Asia",5.76550947548255,3.18848050201597,10.4253733058307,1.75189352370744,0.302218904106677,NA,NA,NA,1,2,"RE","underwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,0
"8582","Burkina Faso Zn","Africa",0.882005849148009,0.253711107681336,3.06622096699209,-0.12555659131025,0.756055407304004,7545,2,NA,0,NA,NA,"sstunt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8583","Burkina Faso Zn","Africa",1.64580777386044,0.530828351065574,5.10274785260078,0.498231311632229,0.537105442190568,7610,7,NA,0,NA,NA,"sstunt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8584","iLiNS-DOSE","Africa",0.71326856623796,0.0818201106948398,6.21793399278841,-0.337897258749979,1.08116425977438,2572,1,NA,0,NA,NA,"sstunt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8585","iLiNS-DYAD-M","Africa",3.34065604632736,0.380975693479624,29.2931622958261,1.20616720875661,1.11925856773513,2158,1,NA,0,NA,NA,"sstunt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8586","iLiNS-DYAD-M","Africa",3.16287753654718,0.7574804897128,13.2066692767067,1.15148222607387,0.712171693652554,1989,3,NA,0,NA,NA,"sstunt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8587","JiVitA-3","South Asia",0.412932913720444,0.0581699004733325,2.9313027845359,-0.884470135727585,8135790.34659,751,0,NA,0,NA,NA,"sstunt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8588","JiVitA-3","South Asia",1,1,1,0,0,822,0,NA,0,NA,NA,"sstunt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8589","JiVitA-4","South Asia",1.87908693588185,0.6282453281842,5.62036445668018,0.630785986461547,0.548357278427743,18041,4,NA,0,NA,NA,"sstunt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8590","JiVitA-4","South Asia",7.4769429112631,3.32099045241219,16.8337356277798,2.01182400674229,0.409065120334577,17895,12,NA,0,NA,NA,"sstunt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8591","Keneba","Africa",5.3832430497184,2.26352293352126,12.8027444755153,1.68329098990978,0.413073380398325,19115,9,NA,0,NA,NA,"sstunt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8592","Keneba","Africa",4.87518361381778,2.53026207207141,9.39326227538953,1.5841577681134,0.350634537418372,21262,13,NA,0,NA,NA,"sstunt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8593","VITAMIN-A","South Asia",3.17358382818115,1.50371420183426,6.6978381278885,1.15486149447181,0.388033262268985,6645,10,NA,0,NA,NA,"sstunt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8594","VITAMIN-A","South Asia",5.08841487440898,1.46319583020844,17.6954891474903,1.62696636249527,0.606710439561792,7243,5,NA,0,NA,NA,"sstunt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8595","ZVITAMBO","Africa",4.42458877400301,3.17975922960978,6.15675100074669,1.48717734171271,0.165660857196743,28118,49,NA,0,NA,NA,"sstunt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8596","ZVITAMBO","Africa",2.41837209418301,1.67972032213292,3.48184367889091,0.883094625458138,0.174408406783634,29273,45,NA,0,NA,NA,"sstunt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8597","pooled",NA,4.32999059295565,3.27198025838814,5.73011358703019,1.46556536948448,0.142943869521496,NA,NA,NA,1,3,"RE","sstunt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8598","pooled",NA,3.42695795294407,1.96074831514585,5.98957077791653,1.23167297346911,0.284870805943618,NA,NA,NA,1,3,"RE","sstunt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8599","pooled",NA,4.32999059295565,3.27198025838814,5.73011358703019,1.46556536948448,0.142943869521496,NA,NA,NA,1,3,"FE","sstunt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8600","pooled",NA,2.88557045630497,2.14537642779734,3.88114493587912,1.05972261223518,0.151228359406788,NA,NA,NA,1,3,"FE","sstunt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8601","pooled","Africa",4.54646209654332,3.36351328270226,6.14545442754978,1.51434936930608,0.153756796815703,NA,NA,NA,1,2,"RE","sstunt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8602","pooled","South Asia",3.17358382818115,1.48336966493486,6.78969952842818,1.15486149447181,0.388033262268985,NA,NA,NA,1,1,"RE","sstunt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8603","pooled","Africa",3.21438553854542,1.63702204802348,6.31162811941661,1.16763621610917,0.344264004722715,NA,NA,NA,1,2,"RE","sstunt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8604","pooled","South Asia",5.08841487440898,1.54931655425677,16.7118629585207,1.62696636249527,0.606710439561792,NA,NA,NA,1,1,"RE","sstunt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8605","Burkina Faso Zn","Africa",3.41751633472252,0.455423152785437,25.6452001323652,1.22891406933315,1.02757331144815,7545,1,NA,0,NA,NA,"swast","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8606","Burkina Faso Zn","Africa",5.50038907896764,1.35320703930247,22.3574657397743,1.70481883136683,0.641669132344073,7610,4,NA,0,NA,NA,"swast","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8607","iLiNS-DOSE","Africa",3.0973861492255e-07,1.23969777332038e-07,7.73882244840864e-07,-14.9875370728106,6606.63617719736,2569,0,NA,0,NA,NA,"swast","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8608","iLiNS-DYAD-M","Africa",41.6102053123971,2.86790936998054,603.718236100182,3.72834545719073,1.16228884717912,2138,1,NA,0,NA,NA,"swast","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8609","iLiNS-DYAD-M","Africa",2.88049465344646e-07,9.50017299756572e-08,8.7337877432966e-07,-15.0601336168897,6369.19632809761,1973,0,NA,0,NA,NA,"swast","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8610","JiVitA-3","South Asia",2.24584825089083,1.17211157189019,4.30320328456062,0.809083289871102,0.241980325244921,50413,19,NA,0,NA,NA,"swast","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8611","JiVitA-3","South Asia",1.79332772786875,0.995434029119913,3.23077596853532,0.584072959776955,0.229556139464429,52884,24,NA,0,NA,NA,"swast","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8612","JiVitA-4","South Asia",2.61002802586195,0.357915315568655,19.033123198323,0.959360959155094,1.02194189653453,17659,1,NA,0,NA,NA,"swast","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8613","JiVitA-4","South Asia",5.46777425480367,1.58420634104487,18.8716296147227,1.69887163322594,0.618562040248517,17578,3,NA,0,NA,NA,"swast","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8614","Keneba","Africa",8.57928776980763,2.77076862795541,26.564534438043,2.14935089954238,0.543840487796134,19062,4,NA,0,NA,NA,"swast","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8615","Keneba","Africa",6.06524116447629,2.67460673815299,13.7542278116976,1.80257430491566,0.430415506830394,21227,7,NA,0,NA,NA,"swast","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8616","VITAMIN-A","South Asia",26.5804571276865,12.8371015418611,55.0374006790285,3.28017625131955,0.371885678388523,6642,14,NA,0,NA,NA,"swast","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8617","VITAMIN-A","South Asia",6.13271525219639,1.26982974835008,29.6182983690452,1.81363759677037,0.790910003294049,7241,2,NA,0,NA,NA,"swast","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8618","ZVITAMBO","Africa",7.09832038230251,5.100059775188,9.87952190186906,1.95985819018826,0.158812207699817,31712,49,NA,0,NA,NA,"swast","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8619","ZVITAMBO","Africa",3.27679561924144,2.29740509143953,4.67370320118511,1.18686599952069,0.172420849597171,32055,41,NA,0,NA,NA,"swast","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8620","pooled",NA,4.05095906610994,1.31199852791089,12.5078412865512,1.39895365953113,0.575205148484181,NA,NA,NA,1,2,"RE","swast","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8621","pooled",NA,2.47074574121569,1.37021009586476,4.45521787947618,0.90452002459188,0.300793847889621,NA,NA,NA,1,2,"RE","swast","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8622","pooled",NA,5.01989476160731,3.86969986814571,6.51196327266785,1.61340896966065,0.132771438304644,NA,NA,NA,1,2,"FE","swast","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8623","pooled",NA,2.6364973024111,2.01222042459546,3.45445158028273,0.969451256817409,0.137863497761581,NA,NA,NA,1,2,"FE","swast","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8624","pooled","Africa",7.09832038230251,5.19962372866218,9.69034585561736,1.95985819018826,0.158812207699817,NA,NA,NA,1,1,"RE","swast","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8625","pooled","South Asia",2.24584825089083,1.39766341411918,3.60876181996083,0.809083289871102,0.241980325244921,NA,NA,NA,1,1,"RE","swast","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8626","pooled","Africa",3.27679561924144,2.33712404833909,4.59427454777617,1.18686599952069,0.172420849597171,NA,NA,NA,1,1,"RE","swast","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8627","pooled","South Asia",1.79332772786875,1.14355625237379,2.81230095403447,0.584072959776955,0.229556139464429,NA,NA,NA,1,1,"RE","swast","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8628","Burkina Faso Zn","Africa",4.30356646517681,1.18726365537772,15.5994704599141,1.45944408943493,0.77306902483516,7545,2,NA,0,NA,NA,"swast_muac","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8629","Burkina Faso Zn","Africa",7.17552108955741,1.67559309488574,30.7282854434264,1.97067538473085,0.616938636173769,7610,6,NA,0,NA,NA,"swast_muac","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8630","iLiNS-DOSE","Africa",3.18641314774046e-07,1.13443263151561e-07,8.95004997743099e-07,-14.9591997718763,9602.96611306805,2565,0,NA,0,NA,NA,"swast_muac","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8631","iLiNS-DYAD-M","Africa",3.38662460122896e-07,8.07335771038736e-08,1.42062653496606e-06,-14.8982619184502,8938.71211477385,1567,0,NA,0,NA,NA,"swast_muac","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8632","JiVitA-3","South Asia",7.18358606680357,3.51318027881796,14.6886594719634,1.97179871057645,0.250914105916359,25484,24,NA,0,NA,NA,"swast_muac","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8633","JiVitA-3","South Asia",3.8738086069934,1.8571566205425,8.08030564446018,1.35423815927118,0.249154298139348,26397,27,NA,0,NA,NA,"swast_muac","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8634","JiVitA-4","South Asia",15.934235758369,4.49005953155942,56.5471053153505,2.76846998677999,0.621527746052369,15824,3,NA,0,NA,NA,"swast_muac","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8635","JiVitA-4","South Asia",16.3245572809507,5.45960930075582,48.8113994498007,2.79267055571058,0.548523718685652,15736,4,NA,0,NA,NA,"swast_muac","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8636","Keneba","Africa",15.3892061896173,5.03455781246919,47.0404106910835,2.7336663668985,0.537660174047741,10774,5,NA,0,NA,NA,"swast_muac","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8637","Keneba","Africa",9.48527717250803,3.60087133828208,24.9857533321991,2.2497408251538,0.486602423007945,11293,6,NA,0,NA,NA,"swast_muac","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8638","pooled",NA,9.06420993376138,4.55710815454951,18.0289558502744,2.2043336847286,0.350839509699615,NA,NA,NA,1,2,"RE","swast_muac","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8639","pooled",NA,5.49832910648507,2.33481011896048,12.9482148110103,1.70444424726132,0.436996774974527,NA,NA,NA,1,2,"RE","swast_muac","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8640","pooled",NA,8.23217691283581,5.27194362253839,12.8546019412091,2.10805048917009,0.22737315600983,NA,NA,NA,1,2,"FE","swast_muac","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8641","pooled",NA,4.66574773927187,3.02095433649918,7.20606786521232,1.54024810854406,0.221773123272037,NA,NA,NA,1,2,"FE","swast_muac","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8642","pooled","Africa",15.3892061896173,5.36476421172689,44.1450281503276,2.7336663668985,0.537660174047741,NA,NA,NA,1,1,"RE","swast_muac","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8643","pooled","South Asia",7.18358606680357,4.39297670831751,11.7469115375616,1.97179871057645,0.250914105916359,NA,NA,NA,1,1,"RE","swast_muac","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8644","pooled","Africa",9.48527717250803,3.65464907418817,24.6180908790231,2.2497408251538,0.486602423007945,NA,NA,NA,1,1,"RE","swast_muac","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8645","pooled","South Asia",3.8738086069934,2.37713441492589,6.31280798821971,1.35423815927118,0.249154298139348,NA,NA,NA,1,1,"RE","swast_muac","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8646","Burkina Faso Zn","Africa",2.00369880839304,0.657978737173688,6.10173047840586,0.694994876714107,0.64116320852334,7545,3,NA,0,NA,NA,"sunderwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8647","Burkina Faso Zn","Africa",3.48874391356609,1.16004518179004,10.4921207255593,1.24954176127815,0.509679716260295,7610,8,NA,0,NA,NA,"sunderwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8648","iLiNS-DOSE","Africa",1.08927423086346e-07,5.89948669642459e-08,2.01122302850903e-07,-16.0325840197339,5055.05411026656,6723,0,NA,0,NA,NA,"sunderwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8649","iLiNS-DOSE","Africa",5.24265311252824,2.16005835976165,12.7243838269883,1.65682768938142,0.432923576971434,7098,7,NA,0,NA,NA,"sunderwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8650","iLiNS-DYAD-M","Africa",15.5486677251552,6.59306349636687,36.6690034398284,2.74397495811588,0.426388034572624,4807,8,NA,0,NA,NA,"sunderwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8651","iLiNS-DYAD-M","Africa",19.8602948675992,7.9313069783368,49.7309350533674,2.98872250581794,0.452681706828302,4412,9,NA,0,NA,NA,"sunderwt","dead",1,"(365,730]","Male","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
"8652","JiVitA-3","South Asia",183.964352211774,42.4231867002584,797.744948389073,5.21474200085987,270489404.635872,754,0,NA,0,NA,NA,"sunderwt","dead",1,"(365,730]","Female","Overlap","res_age_sex_strat",NA,NA,NA,NA,1
